Crop Type,Variety,Soil Type,Soil pH,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Organic Matter (%),Temperature (°C),Precipitation (mm),Fertilizer Type,Fertilizer Amount (kg/ha),Irrigation Type,Irrigation Frequency,Yield (kg/ha),Quality (Grade)
Wheat,C,Peaty,6.2,10.15,39.31,53.04,4.87,34.7,168.5,DAP,78.99,Drip,Biweekly,5990.55,E
Cotton,D,Loamy,5.9,55.27,23.61,24.64,2.36,31.8,115.4,Urea,72.72,Sprinkler,Weekly,1362.45,D
Wheat,A,Peaty,7,87.69,36.54,78.68,2.69,29.7,156.7,Compost,82.9,Drip,Biweekly,4580.67,E
Maize,A,Loamy,5.6,50.85,18.58,54.36,3.23,20.3,66.8,DAP,47.92,Drip,Monthly,2937.97,A
Rice,D,Peaty,7.6,18.49,33.03,98.22,4.52,23.6,170.2,Organic,52.71,Sprinkler,Weekly,7528.02,C
Rice,C,Clay,5.5,95.69,38.12,12.59,3.48,20,171.6,Urea,65.47,Sprinkler,Biweekly,1726.17,C
Maize,E,Loamy,8,93.24,46.26,58.9,1.33,15.9,97.7,Organic,89.24,Manual,Weekly,7890.51,C
Maize,B,Silty,6.3,72.39,28.82,77.68,2.51,33,39.8,DAP,92.66,Manual,Monthly,6187.21,A
Rice,A,Silty,7.2,77.1,45.96,15.14,4.24,20.9,128.9,Compost,38.54,Manual,Weekly,7468.36,A
Cotton,A,Silty,6.7,69.18,8.86,34.9,4.81,20.2,55.9,Urea,95.94,Sprinkler,Daily,2964.32,C
Cotton,D,Loamy,8,79.46,44.55,77.13,1.46,24.2,101.5,Organic,21.96,Sprinkler,Monthly,5585.74,C
Rice,C,Silty,6.2,94.72,7.46,37.89,1.19,18.9,100.7,Organic,27.69,Flood,Biweekly,2178.66,D
Maize,E,Clay,7.8,14.36,47.49,75.06,3.64,33.2,150.7,DAP,66.3,Drip,Monthly,1591.39,B
Rice,E,Peaty,7.7,95.45,7.14,60,4.91,33.1,29.5,Organic,70.5,Drip,Monthly,7312.57,D
Soybean,E,Clay,7.6,92.93,29.58,55.03,3.95,34.1,6.2,Urea,47.96,Sprinkler,Daily,3694.05,C
Cotton,C,Clay,7.3,84.15,18.31,88.92,4.97,21.6,186,DAP,95.91,Sprinkler,Weekly,3687.9,E
Wheat,A,Clay,6.8,17.45,46.98,10.29,2.53,32.1,58.9,Urea,62.34,Flood,Daily,4756.67,D
Rice,A,Clay,6,70.65,11.1,99.54,4.34,17.9,116.3,MOP,44.2,Drip,Monthly,3985.19,D
Soybean,C,Loamy,7.9,58.57,13.57,87.09,1.43,16.8,181,MOP,76.85,Drip,Biweekly,6159.64,C
Wheat,D,Clay,5.9,92.43,29.39,27.09,3.93,33.9,197.6,Compost,42.57,Flood,Weekly,2075.38,A
Maize,C,Peaty,5.5,48.62,19.07,51.76,2.88,32.1,49.2,MOP,60.5,Drip,Weekly,1198.11,D
Rice,A,Peaty,6.9,67.88,32.06,53.67,4.51,17,15.7,Organic,70.25,Drip,Biweekly,3493.29,C
Cotton,E,Loamy,7.8,19.09,31.28,90.38,3.05,29.2,120.7,Urea,45.71,Manual,Monthly,2363.5,C
Soybean,C,Silty,7.9,52.54,20.83,78.98,2.9,21.3,104.6,Organic,41.36,Flood,Monthly,2686.96,A
Wheat,B,Clay,6.6,27.24,15.16,98.12,3.47,25.9,61.5,Compost,74.57,Manual,Biweekly,2946.32,C
Cotton,C,Clay,7.2,48.31,17.52,18.24,4.99,18.3,159,Compost,83.25,Flood,Monthly,2559.27,A
Rice,E,Silty,6.7,80.96,9.84,70.41,3.28,31.5,52,Organic,24.66,Sprinkler,Daily,1443.77,D
Cotton,C,Silty,6.4,74.59,28.36,13.62,1.87,23.5,183.6,Urea,40.57,Flood,Weekly,3045.06,B
Rice,B,Loamy,6.5,20.86,28.23,19.66,4.66,30,128.3,Urea,45.8,Manual,Biweekly,6168.98,E
Maize,C,Loamy,6.6,46.86,36.84,59.28,3.46,20.5,60.7,MOP,86.21,Sprinkler,Weekly,2641.44,C
Wheat,C,Clay,7.8,26.22,42.16,92.33,1.1,26.8,144.3,DAP,80.79,Sprinkler,Weekly,5423.26,B
Cotton,C,Silty,6.3,91.26,46.8,38.49,2.04,31.6,55.6,MOP,34.17,Flood,Biweekly,1508.23,D
Cotton,D,Peaty,7.3,23.28,25.6,47.33,2.78,33.9,166.7,Organic,72.42,Manual,Monthly,7520.42,C
Soybean,C,Peaty,5.8,42.97,20.84,14.39,3.05,18.4,167,Urea,46.18,Manual,Monthly,6999.62,B
Maize,A,Peaty,7.6,46.14,48.97,80.88,3.6,32.1,25.7,Urea,56.72,Flood,Monthly,6383.63,E
Soybean,E,Sandy,7.6,89.21,21.29,47.82,2.43,24,157.9,Compost,86.31,Manual,Daily,2145.12,E
Wheat,B,Peaty,7.4,50.15,14.52,30.37,3.78,29,166.4,Compost,69.58,Drip,Monthly,5979.05,C
Rice,E,Peaty,5.7,97.47,49.42,77.12,2.78,18.7,18.6,Compost,71.82,Flood,Biweekly,5910.1,B
Cotton,E,Peaty,5.6,11.63,28.89,89.22,3.83,17.3,114.9,MOP,97.87,Flood,Monthly,3466.85,B
Cotton,E,Peaty,7,16.67,8.67,43.47,3.88,30.2,95.1,Organic,54.85,Flood,Weekly,5953.34,D
Rice,C,Loamy,6.3,89.37,16.17,58.96,4.52,34.7,122.5,DAP,31.51,Sprinkler,Biweekly,1113.78,B
Wheat,D,Loamy,6,53.16,14.59,27.98,4.55,26.5,118.8,DAP,29.4,Drip,Monthly,7719.75,D
Wheat,D,Loamy,6,66.84,12.89,57.03,4.84,31.8,80.3,MOP,82.54,Flood,Daily,3146.9,B
Wheat,E,Clay,7.4,62.78,20.31,69.9,1.76,32.1,169.5,DAP,80.75,Manual,Weekly,1103.18,E
Wheat,A,Peaty,6.1,41.82,9.94,22.09,4.94,34.2,163.4,Compost,54.47,Sprinkler,Monthly,3659.36,B
Cotton,B,Silty,6,60,9.18,24.58,1.21,18.9,127.9,Urea,81.95,Sprinkler,Daily,3969.33,E
Soybean,A,Sandy,7.2,86.47,5.6,52.15,4.34,27,77.8,Compost,76.94,Manual,Weekly,4470.15,C
Cotton,B,Clay,7,27.78,23.64,85.7,4.92,31.3,16.3,DAP,32.19,Flood,Daily,3301.62,A
Wheat,A,Silty,7.8,12.7,45.87,32.29,3.88,30.3,34.9,DAP,27.5,Manual,Weekly,1838.85,A
Maize,B,Silty,5.9,72.67,46.9,17.51,4.06,19.7,37.2,MOP,86.52,Flood,Weekly,1941.31,E
Soybean,C,Sandy,6.7,83.23,24.48,53.33,2.3,25.6,80.3,Compost,37.95,Drip,Daily,5016.94,C
Rice,D,Silty,6.7,75.29,46.7,76.25,3.69,23.8,109.6,MOP,92.4,Flood,Weekly,7618.91,A
Cotton,A,Silty,7.3,57.72,14.57,94.72,4.83,17.5,130.7,Organic,51.98,Drip,Monthly,3879.46,D
Rice,E,Clay,7.5,58.58,48.59,63.9,1.61,30.5,123.7,MOP,23.77,Flood,Weekly,3845.27,B
Soybean,A,Peaty,6.6,70.72,21.8,41.17,2.94,22.9,78.2,Organic,29.53,Drip,Daily,4820.27,C
Soybean,C,Clay,5.7,46.14,7.44,44.94,1.48,21.1,173.9,DAP,59.52,Manual,Weekly,3787.09,A
Wheat,C,Silty,6.5,90.17,17.71,15.47,4.94,30,129.5,Organic,46.4,Sprinkler,Monthly,6486.24,A
Cotton,D,Loamy,6.8,65.94,14.27,31.27,4.87,18,139,DAP,46.77,Drip,Weekly,5514.77,C
Rice,A,Sandy,7,67.75,8.47,50.99,1.19,17.1,188.2,Compost,49.37,Manual,Daily,2849.02,A
Cotton,D,Sandy,6.1,58.87,47.76,41.53,1.17,34.4,93,DAP,75.14,Flood,Daily,3915.42,E
Cotton,B,Clay,6.5,67.02,41.54,90.29,3.15,34,1.8,MOP,48.45,Sprinkler,Weekly,5758.15,C
Soybean,E,Silty,5.6,81.27,18.05,90.7,4.28,31,50,Compost,77.86,Sprinkler,Weekly,2374.79,B
Soybean,A,Loamy,7,79.02,43.79,35.54,2.35,16.7,126.1,DAP,79.56,Sprinkler,Weekly,5666.17,D
Maize,D,Clay,5.8,28.25,19.1,38.65,2.3,28.9,22.1,DAP,94.45,Manual,Monthly,5634.32,B
Maize,D,Peaty,7.5,36.12,41.78,68.56,3.13,22.1,99.9,Compost,39.41,Sprinkler,Daily,3961.56,A
Rice,C,Loamy,5.9,12.26,44.62,43.78,2.87,25.1,91.6,DAP,50.16,Flood,Weekly,6323.23,A
Soybean,A,Loamy,7.2,95.39,45.06,53.71,2.07,25.9,100.1,DAP,79.83,Sprinkler,Weekly,3047.34,E
Maize,C,Clay,7.4,96.59,30.9,10.57,3.52,33.7,177,Urea,26.44,Sprinkler,Daily,4707.47,A
Maize,A,Clay,6.4,58.89,7.6,64.91,3.4,18.7,134.8,Compost,36.26,Sprinkler,Weekly,7412.97,D
Wheat,D,Silty,5.8,46.2,7.58,66.98,1.75,19.2,61.4,Organic,47.34,Sprinkler,Biweekly,2399.67,D
Rice,D,Loamy,7.6,16.83,31.55,28.85,3.61,18.2,91.5,Compost,36.35,Manual,Daily,4266.35,A
Wheat,B,Peaty,6,69.69,10.4,45.36,1.95,25.6,88.1,Compost,45.03,Drip,Weekly,1585.32,B
Rice,B,Peaty,7.9,92.2,8.56,30.69,3.85,22.3,29.4,MOP,36.47,Drip,Weekly,1313.19,C
Maize,E,Silty,5.6,82.53,34.01,30.92,1.26,24.9,32.4,MOP,63.59,Flood,Weekly,4199.27,E
Wheat,B,Loamy,5.8,33.7,46.55,16.9,1.4,26,196.7,Urea,73.45,Manual,Daily,2961.44,A
Soybean,B,Silty,6.7,59.65,40.38,33.07,2.08,22,151.9,Urea,34,Flood,Monthly,1470.1,A
Cotton,D,Sandy,6.9,28.08,48.83,37.18,3.32,17.2,30.5,Organic,73.69,Manual,Daily,3089.69,E
Wheat,C,Clay,7.3,31.87,28.42,53.69,3.9,19.5,78.3,Compost,58.24,Sprinkler,Weekly,6164.92,C
Cotton,E,Sandy,6.4,33.1,26.25,61.53,1.67,32.2,1.8,Compost,46.7,Flood,Monthly,1361.91,B
Soybean,B,Silty,5.5,33.91,28.61,87.85,2.42,33.3,192.6,Compost,76.74,Drip,Monthly,2926.06,D
Rice,A,Sandy,7.5,37.35,40.48,14.94,2.06,31.6,105.3,Compost,96.33,Manual,Monthly,1886.6,B
Wheat,B,Clay,6.4,83.96,23.71,59.98,3.45,33.6,119.3,Compost,23.79,Sprinkler,Monthly,5186.25,D
Cotton,A,Clay,6.4,47.63,47.47,49.29,3.12,16.2,127.2,MOP,51.91,Flood,Biweekly,2531.41,B
Cotton,B,Clay,7.2,46.37,32.94,61.06,4.3,30.5,146.6,DAP,35.48,Manual,Monthly,3284.74,C
Soybean,B,Silty,7.5,81.67,20.42,88.15,2.97,27.8,51.1,Urea,26.95,Drip,Daily,5936.09,B
Wheat,B,Sandy,7.7,81.42,15.81,50.22,3.55,16.9,77.5,Organic,95.77,Manual,Weekly,4568.01,C
Soybean,A,Loamy,7.7,63.26,6.54,30.21,1.19,22.1,72.6,Urea,46.7,Manual,Weekly,7778.43,C
Cotton,C,Loamy,6.4,75.18,12.62,12.36,1.47,29.8,45.2,Compost,83.49,Manual,Weekly,2173.37,D
Wheat,E,Silty,7.9,44.3,27.88,56.8,1.12,17.8,6.1,Compost,31.82,Sprinkler,Monthly,5163.87,E
Maize,C,Clay,7.8,53.75,26.08,75.56,3.01,24.2,140.9,Urea,45.42,Manual,Daily,4579.82,C
Cotton,B,Peaty,7.1,12.69,41.1,90.88,4.89,26.5,111.7,Urea,64.57,Sprinkler,Weekly,1759.47,E
Cotton,A,Peaty,6.6,47.74,12.72,24.25,2.88,15.9,98.6,Organic,20.44,Drip,Monthly,3646.32,C
Cotton,D,Peaty,6.2,91.05,19.98,36.15,4.85,26.8,94.1,DAP,81.52,Sprinkler,Weekly,5741.37,C
Cotton,E,Silty,7.9,79.56,19.77,17.18,2.42,29.5,87,Urea,90.67,Sprinkler,Daily,4217.46,D
Soybean,C,Silty,5.8,20.43,19.57,16.7,4.87,28.9,42.1,DAP,27.18,Manual,Daily,1515.73,E
Soybean,D,Loamy,7.7,90.28,22.04,47.98,1.38,21.5,119,DAP,37.07,Sprinkler,Monthly,1008.24,D
Soybean,D,Clay,7.2,45.64,16.7,16.31,2.06,28,40,Organic,39.33,Manual,Weekly,1929.06,D
Soybean,B,Clay,5.8,69.77,16.49,84.39,4.87,15.1,105.2,Organic,81.42,Drip,Daily,5172.58,C
Rice,A,Sandy,6.1,84.93,42.82,39.15,3,20.6,34.1,Urea,86.09,Sprinkler,Biweekly,7465.54,A
Maize,E,Sandy,5.6,14.4,8.72,35.16,2.63,28,94.6,Urea,72.87,Drip,Biweekly,6213.25,C
Rice,E,Loamy,7.2,17.3,35.38,46.93,1.74,19,1,DAP,31.37,Drip,Daily,3040.31,A
Rice,A,Silty,7,80.03,16.77,97.52,2.76,15.9,23.6,MOP,58.52,Drip,Weekly,4396.79,A
Maize,D,Peaty,6,74.48,27.59,80.02,4.57,29.9,18.4,Compost,20.16,Drip,Daily,4675.41,A
Rice,B,Loamy,6.2,58.54,10.45,28.11,1.88,30.9,59.9,Compost,47.7,Sprinkler,Monthly,1310.04,E
Rice,A,Loamy,5.9,92.41,9,26.92,1.76,25,146.6,Organic,67.51,Manual,Monthly,3463.36,C
Maize,C,Clay,7.5,15.84,8.9,93.61,2.76,19.2,197.3,Compost,56.77,Manual,Weekly,1792.28,A
Wheat,E,Peaty,7.7,18.53,36.99,68.22,1.84,23.8,46.9,Urea,49.6,Flood,Monthly,6945.45,B
Rice,A,Clay,7.9,36.1,23.8,47.54,2.95,15.9,160.6,MOP,26.5,Flood,Weekly,7856.42,D
Cotton,E,Clay,7.8,96.3,25.36,62.21,4.86,20.7,24.5,Organic,55.26,Drip,Biweekly,4113.28,C
Rice,C,Loamy,5.6,26.13,49.21,65.13,2.48,29.7,103.3,Organic,69.41,Manual,Daily,3063.44,B
Soybean,E,Loamy,7.8,28.18,47.85,78.49,2.91,31,22.9,Urea,90.67,Flood,Monthly,1070.46,D
Rice,E,Silty,6,68.48,31.96,18.04,2.17,28.1,1,Urea,44.74,Flood,Daily,3775.15,D
Soybean,E,Clay,6.5,21.31,45,46.15,3.41,28.1,163.5,Urea,48.86,Drip,Monthly,5847.6,B
Wheat,B,Clay,5.6,87.17,10.41,72.16,1.68,30.1,21.1,Urea,88.81,Drip,Monthly,7444.09,A
Maize,A,Silty,5.9,25.54,31.36,35.54,3.98,32.8,98.5,Organic,55.12,Flood,Weekly,6430.78,C
Maize,D,Silty,7.7,10.6,21.38,11.88,2.47,29.3,115.8,MOP,34.37,Drip,Biweekly,7241.12,B
Wheat,A,Loamy,5.8,34.76,20.01,91.09,3.71,27.1,178.4,Urea,61.11,Sprinkler,Biweekly,3658.39,C
Rice,B,Loamy,5.7,51.27,19.81,91.96,1.95,34.5,73,DAP,21.1,Drip,Monthly,2086.47,E
Wheat,C,Loamy,7,61.35,15.2,30.36,1.61,21.9,128.4,DAP,25.98,Sprinkler,Monthly,6960.88,C
Cotton,D,Peaty,7.7,16.99,37.76,43.72,1.21,24.3,164.5,DAP,45.96,Flood,Daily,5147.36,E
Cotton,E,Clay,6.7,51.54,25.19,13.55,2.4,28.5,76.6,DAP,26.36,Manual,Monthly,2946.7,C
Cotton,C,Peaty,5.7,62.09,46.35,40.46,2.58,15.1,37,MOP,72.61,Drip,Daily,3004.55,B
Maize,A,Loamy,6.2,78.49,27.42,82.15,3.37,27.7,117.4,Compost,84.89,Drip,Monthly,2757.06,C
Soybean,E,Loamy,5.5,52.18,7.57,95.19,2.25,28.2,13.3,Organic,28.8,Drip,Biweekly,1533.87,C
Soybean,A,Sandy,6.8,74.02,30.71,51.24,4.73,27.7,123.1,Compost,20.44,Sprinkler,Biweekly,6945.59,B
Rice,B,Peaty,6.3,47.59,11.03,65.89,1.61,29.6,137.8,MOP,51.28,Flood,Biweekly,6223.27,D
Cotton,E,Peaty,6.9,66.35,27.86,76.16,3.13,18.5,138.1,Organic,62.58,Manual,Weekly,7986.95,A
Rice,C,Loamy,7.4,78.34,46.6,68.61,3.47,34.4,180.4,Compost,38.32,Manual,Daily,4771.22,D
Cotton,B,Clay,7.8,71.24,39.34,75.14,1.8,21,123,Organic,54.89,Drip,Monthly,4086.89,A
Maize,A,Sandy,5.9,94.06,16.27,47.59,2.72,24,102.5,MOP,94.27,Drip,Monthly,5417.69,A
Wheat,E,Loamy,6.4,73.84,11.79,54.98,2.39,26.8,147.2,DAP,69.64,Flood,Biweekly,3966.77,B
Rice,B,Loamy,6.6,55.09,7.12,15.16,1.52,20.4,184.2,Compost,23.88,Flood,Weekly,1626.36,B
Soybean,A,Peaty,8,39.03,49.78,55,1.28,26,188.4,DAP,94.05,Flood,Monthly,6900.39,C
Rice,E,Silty,7.7,78.03,9.26,86.45,1.4,25.4,60.3,Urea,61.81,Drip,Weekly,6103.68,D
Maize,A,Peaty,5.7,39.81,34.47,40.51,1.98,33.2,176.3,Organic,24.12,Flood,Monthly,2593.19,D
Soybean,C,Loamy,5.5,88.17,25.59,52.6,1.9,23.6,98.3,Compost,59.6,Flood,Biweekly,6731.72,A
Wheat,A,Sandy,5.9,18.24,33.56,96.43,1.5,15.2,24.4,DAP,41.78,Flood,Biweekly,4347.31,B
Soybean,C,Clay,7.3,51.65,45.36,36.07,3.79,33.2,48.5,Compost,76.9,Flood,Weekly,4478.23,D
Rice,B,Clay,5.9,13.89,38.65,94.18,4.86,24.1,191.2,Urea,28.48,Flood,Biweekly,2246.01,B
Rice,E,Clay,6.6,16.79,33.93,75.91,4.43,29.3,20.1,Compost,58.65,Manual,Daily,1415.85,A
Cotton,B,Loamy,7.9,11.77,47.91,81.86,1.83,33,129.3,MOP,77.37,Sprinkler,Monthly,7843.16,D
Maize,E,Loamy,5.7,42.42,44.77,23.27,4.73,19.4,152.9,Organic,85.36,Drip,Monthly,2363.91,C
Maize,C,Loamy,6.4,27.86,36.89,99.26,3.44,24.3,83.5,Urea,69.91,Manual,Biweekly,2978.26,A
Cotton,C,Sandy,6.8,89.24,37.87,46.14,3.94,33.3,27.8,Organic,54.89,Manual,Biweekly,7184.36,C
Wheat,C,Loamy,7.3,40.82,46.55,90.39,3.64,25.6,76.4,Compost,95.87,Manual,Daily,1392.23,A
Cotton,B,Sandy,6.2,19.88,30.28,28.19,4.63,21.8,5.6,DAP,36.8,Flood,Biweekly,3348.55,A
Maize,E,Sandy,7.2,76.71,12.51,77.58,3.08,16.7,145,Compost,71.41,Flood,Monthly,1665.29,D
Maize,B,Clay,7.1,99.88,16.73,89.81,4.71,24.8,138.3,MOP,54.3,Drip,Biweekly,2569.99,E
Wheat,D,Sandy,6.7,65.06,5.34,24.02,3.8,19.1,153,Organic,36.22,Sprinkler,Monthly,6933.33,D
Maize,B,Silty,6.6,93.7,42.3,54.86,2.93,30.9,46.5,Organic,96.84,Drip,Monthly,4078.88,A
Cotton,A,Peaty,5.8,26.7,39.59,29.47,1.37,29.4,93.4,DAP,83.59,Drip,Daily,3750.56,A
Cotton,A,Loamy,7.4,92.68,41.34,83.72,1.49,21.8,70.8,MOP,40.15,Flood,Daily,7032.5,C
Maize,B,Clay,6.6,78.07,22.83,28.43,3.27,27.9,55.1,MOP,60.42,Manual,Biweekly,3157.64,A
Maize,E,Clay,5.9,33.47,15.39,76.47,2.47,30.9,4.8,MOP,65.11,Sprinkler,Weekly,6755.67,C
Wheat,B,Sandy,7.6,92.14,14.78,28.52,4.24,21.1,88.6,DAP,32.73,Flood,Monthly,1175.05,E
Cotton,C,Silty,6.6,72.2,20.67,76.25,2.64,15.6,44.8,Compost,21.21,Manual,Weekly,3168.97,C
Maize,D,Sandy,7.3,12.9,13.75,96.91,3.95,27,47.4,Organic,43.89,Sprinkler,Biweekly,2378.68,A
Maize,E,Clay,6.1,81.84,39.09,93.74,3.68,33,163.3,Organic,26.3,Sprinkler,Daily,2048.99,C
Rice,E,Silty,7.3,64.44,22.78,63.2,4.88,21.4,122.7,DAP,36.2,Sprinkler,Weekly,5336.6,E
Soybean,E,Peaty,6.2,11.39,37.36,61.89,3.64,15.7,49.9,MOP,45.33,Drip,Daily,6207.54,C
Cotton,E,Silty,5.8,36.9,17.62,40.58,3.21,31.9,99.2,Urea,75.4,Flood,Biweekly,4371.51,A
Rice,E,Loamy,5.7,98.47,32.88,49.57,2.66,16.2,159.4,Organic,64.77,Flood,Monthly,2267.76,C
Wheat,E,Clay,5.6,12.09,38.74,34.64,2.7,17.4,10.4,MOP,72.16,Flood,Monthly,7682.63,C
Rice,E,Sandy,5.8,52.06,15.05,18.32,3.26,29.8,1.9,Organic,60.03,Manual,Biweekly,2107.08,A
Cotton,D,Loamy,6.1,40.06,32.05,27.48,1.76,23.8,183.1,Urea,54.26,Sprinkler,Biweekly,7265.04,E
Maize,A,Clay,7.4,93,11.68,97.96,3.94,22,88.7,Urea,94.19,Manual,Daily,2766.64,A
Soybean,E,Clay,7.4,78.52,47.67,21.09,3.69,22.6,141.5,DAP,52.82,Sprinkler,Weekly,5200.2,A
Maize,E,Peaty,6.8,69.75,6.88,63.93,3.19,26.2,134.1,DAP,54.34,Sprinkler,Weekly,1246.51,C
Soybean,C,Peaty,6.7,18.36,34.5,34.2,3.76,28.1,111.5,Organic,20.41,Drip,Monthly,4410.31,D
Cotton,D,Loamy,5.6,67.85,22.8,86.77,2,32.4,143.4,Organic,92.12,Sprinkler,Weekly,5624.49,E
Rice,B,Loamy,5.7,44.52,16.12,43.51,4.57,26.5,150.2,DAP,30.79,Sprinkler,Weekly,3349.46,E
Rice,E,Peaty,7.2,37.99,37.74,22.06,1.12,24.8,61.8,Compost,80.95,Drip,Weekly,2234.46,A
Wheat,A,Loamy,6.7,19.36,23.05,87.47,3.23,26.1,47,Organic,43.29,Manual,Biweekly,4658.15,E
Rice,E,Clay,7.9,66.71,37.31,94.79,1.13,25.9,94.9,Urea,33.78,Manual,Monthly,7516.52,B
Wheat,E,Silty,5.9,16.51,8.66,25.61,4.04,34.6,95.5,MOP,74.91,Flood,Biweekly,5847.87,C
Wheat,A,Silty,5.6,94.52,8.17,99.51,4.74,15,34.6,DAP,34.11,Sprinkler,Biweekly,3814.85,B
Cotton,B,Clay,6.7,36.71,27.16,95.48,2.91,30.2,141,DAP,81.28,Drip,Weekly,7215.61,D
Rice,A,Loamy,6.7,31.99,20.7,65.18,4.73,25.3,133.7,DAP,90.97,Drip,Monthly,5944.45,D
Cotton,E,Silty,7.6,12.79,48.6,40.26,4.61,16,140.1,DAP,20.24,Drip,Weekly,1120.39,D
Cotton,A,Sandy,5.6,69.31,19.36,57.47,3.79,17.7,0.9,DAP,73.83,Sprinkler,Daily,5454.62,B
Soybean,D,Loamy,7.9,23.7,9.1,82.42,1.45,16.2,131.9,Organic,26.79,Flood,Biweekly,7539.67,B
Soybean,D,Silty,5.6,90.34,25.39,59.84,2.71,33,129.2,Urea,56.62,Manual,Monthly,4769.3,D
Maize,A,Clay,7.8,26.74,33.96,70.53,1.27,21.1,181.9,DAP,76.61,Flood,Weekly,6730.55,E
Soybean,D,Sandy,5.7,42.45,42.63,67.06,3.38,26,47.7,Organic,41.41,Flood,Daily,3468.94,A
Rice,D,Loamy,5.5,23.49,40.6,69.03,1.32,34.7,194.2,MOP,71.36,Manual,Biweekly,2106.61,A
Wheat,A,Peaty,7.8,73.75,13.81,68.22,1.89,17.3,96.9,MOP,32.98,Sprinkler,Monthly,3267.53,C
Soybean,C,Silty,6.2,70.46,41.46,57.28,2.17,34.7,41.9,Compost,30.77,Sprinkler,Monthly,2988.7,A
Maize,B,Peaty,6.1,45.35,33.31,71.63,4.3,16.5,187.4,Urea,75.38,Manual,Weekly,3117.53,E
Wheat,C,Clay,7.6,26.2,25.33,98.66,3.92,24.9,169.7,Organic,49.46,Flood,Biweekly,7857.83,E
Wheat,A,Peaty,6.5,38.11,43.59,70.49,1.62,24.1,31.2,Compost,33.51,Flood,Monthly,5526.78,A
Cotton,A,Clay,6.6,24.45,20.1,65.79,4.78,25.3,37.2,MOP,74.04,Manual,Daily,5582.49,D
Soybean,D,Clay,5.9,94.74,49.36,91.22,2.28,19,83.9,Organic,93.08,Flood,Daily,4263.47,C
Rice,C,Clay,6.5,80.83,8.93,30.69,4.04,32.5,113,MOP,76.09,Manual,Monthly,5222.42,C
Cotton,B,Silty,7.1,30.03,30.56,53.43,3.49,32.2,64.3,Urea,81.85,Flood,Weekly,4277.13,E
Cotton,A,Loamy,6.6,36.93,29.75,25.38,4.09,20.3,145.1,MOP,25.26,Flood,Daily,1743.23,D
Soybean,B,Loamy,5.8,29.36,32.03,73.53,3.28,21.1,36.2,DAP,35.1,Manual,Monthly,5550.91,A
Maize,C,Loamy,6.2,31.28,44.75,10.96,4.18,25.7,17.1,Organic,90.39,Manual,Biweekly,1541.85,A
Cotton,A,Peaty,6.9,18.67,15.1,49.09,2.9,18,76.8,DAP,55.46,Drip,Weekly,2266.75,D
Wheat,D,Peaty,6.3,36.84,12.38,12.14,4.37,33.3,100,Urea,41.69,Sprinkler,Daily,6567.23,D
Cotton,D,Silty,8,84.29,41.84,58.9,1.02,23.2,119,Urea,89.92,Drip,Monthly,7121.96,E
Maize,A,Sandy,7.5,43.26,12.05,90.05,1.74,30.8,84.8,Organic,87.87,Sprinkler,Biweekly,2124.22,C
Rice,C,Sandy,6.4,61.15,14.52,98.99,2.83,16.8,101.8,Organic,38.73,Manual,Daily,7674.48,D
Cotton,E,Clay,7.9,18.69,10.86,77.84,3.39,17.7,40.4,Urea,95.99,Manual,Biweekly,7434.88,E
Wheat,C,Loamy,7.8,66.95,37.97,43.71,4.92,17.7,65.3,DAP,54.41,Drip,Weekly,5963.66,B
Cotton,E,Clay,6.3,18.34,17.86,61.07,1.82,24.1,10.6,MOP,71.23,Flood,Biweekly,5318.81,C
Rice,A,Peaty,7.7,59.4,17.88,52.17,1.06,33.2,75.1,Organic,72.81,Sprinkler,Daily,7031.27,C
Wheat,C,Silty,7.5,35,46.43,42.71,2.51,17.1,188,Compost,70.45,Drip,Weekly,1872.8,A
Maize,B,Loamy,6.3,85.43,13.12,60.52,2.27,31.8,95.2,Compost,93.05,Drip,Monthly,7959.75,E
Wheat,B,Clay,6.4,66.32,22.89,16.86,2.42,28.4,156.2,MOP,82.13,Drip,Daily,7853.69,A
Maize,B,Loamy,7.7,17.37,46.2,86.25,2.52,21.3,116.2,Organic,32.76,Manual,Biweekly,6237.94,E
Cotton,B,Peaty,5.9,20.89,36.43,78.35,3,18.6,14.4,Urea,45,Sprinkler,Weekly,7133.81,E
Cotton,B,Peaty,6.1,20.39,47.1,92.69,4.68,28.5,110.8,MOP,57.7,Sprinkler,Weekly,2147.9,B
Wheat,A,Clay,6.6,23.56,46.27,65.87,3.99,15.2,11.8,DAP,95.65,Sprinkler,Daily,4104.64,B
Rice,D,Peaty,5.5,58.31,17.98,37.53,2.96,34.9,59.1,Compost,41.79,Drip,Daily,2311.33,E
Soybean,E,Peaty,7.2,53.21,42.72,14.19,3.1,21.6,148.1,MOP,48.28,Flood,Monthly,6503.42,A
Cotton,E,Sandy,5.6,75.98,49.23,41.29,1.75,31.7,57.2,Urea,94.42,Sprinkler,Daily,3420.02,C
Wheat,A,Silty,5.9,37.8,17.81,48.44,4.79,16.8,128.2,Compost,34.44,Flood,Daily,7254.1,C
Soybean,B,Sandy,6.9,24.31,36.93,49.23,1.78,33,155.9,Compost,55.42,Flood,Daily,2764.32,D
Rice,A,Peaty,5.7,89.47,32.62,27.87,2.02,28.6,28.6,Organic,60.63,Drip,Monthly,6464.78,E
